panel_celltype,group,gene,source_column
Myoid,KS,CRIP2,Myoid-KS
Myoid,KS,CRISP2,Myoid-KS
Myoid,KS,CRISPLD2,Myoid-KS
Myoid,KS,CRNDE,Myoid-KS
Myoid,KS,CRTAP,Myoid-KS
Myoid,KS,CRYAB,Myoid-KS
Myoid,KS,CS,Myoid-KS
Myoid,KS,CSDC2,Myoid-KS
Myoid,KS,CSDE1,Myoid-KS
Myoid,KS,CSE1L,Myoid-KS
Myoid,KS,CSMD2-AS1,Myoid-KS
Myoid,KS,CSNK1A1,Myoid-KS
Myoid,KS,CSNK2B,Myoid-KS
Myoid,KS,CSNKA2IP,Myoid-KS
Myoid,KS,CSPG4,Myoid-KS
Myoid,KS,CSRNP1,Myoid-KS
Myoid,KS,CSRP1,Myoid-KS
Myoid,KS,CST13P,Myoid-KS
Myoid,KS,CST3,Myoid-KS
Myoid,KS,CT83,Myoid-KS
Myoid,KS,CTBP2,Myoid-KS
Myoid,KS,CTDNEP1,Myoid-KS
Myoid,KS,CTDSP1,Myoid-KS
Myoid,KS,CTDSPL2,Myoid-KS
Myoid,KS,CTGF,Myoid-KS
Myoid,KS,CTNNA2,Myoid-KS
Myoid,KS,CTNNA3,Myoid-KS
Myoid,KS,CTNNB1,Myoid-KS
Myoid,KS,CTR9,Myoid-KS
Myoid,KS,CTSA,Myoid-KS
Myoid,KS,CTSC,Myoid-KS
Myoid,KS,CTSD,Myoid-KS
Myoid,KS,CTSK,Myoid-KS
Myoid,KS,CTSO,Myoid-KS
Myoid,KS,CTSZ,Myoid-KS
Myoid,KS,CTTN,Myoid-KS
Myoid,KS,CUEDC2,Myoid-KS
Myoid,KS,CUL1,Myoid-KS
Myoid,KS,CUL2,Myoid-KS
Myoid,KS,CUL4B,Myoid-KS
Myoid,KS,CUL9,Myoid-KS
Myoid,KS,CUTA,Myoid-KS
Myoid,KS,CWC15,Myoid-KS
Myoid,KS,CWC25,Myoid-KS
Myoid,KS,CXCL12,Myoid-KS
Myoid,KS,CXCL16,Myoid-KS
Myoid,KS,CXCL2,Myoid-KS
Myoid,KS,CXXC5,Myoid-KS
Myoid,KS,CYB5R2,Myoid-KS
Myoid,KS,CYB5R3,Myoid-KS
Myoid,KS,CYB5R4,Myoid-KS
Myoid,KS,CYBRD1,Myoid-KS
Myoid,KS,CYC1,Myoid-KS
Myoid,KS,CYHR1,Myoid-KS
Myoid,KS,CYLC1,Myoid-KS
Myoid,KS,CYLC2,Myoid-KS
Myoid,KS,CYP11A1,Myoid-KS
Myoid,KS,CYP1B1,Myoid-KS
Myoid,KS,CYP20A1,Myoid-KS
Myoid,KS,CYP2R1,Myoid-KS
Myoid,KS,CYP4X1,Myoid-KS
Myoid,KS,CYR61,Myoid-KS
Myoid,KS,DAAM1,Myoid-KS
Myoid,KS,DAAM2,Myoid-KS
Myoid,KS,DAB1,Myoid-KS
Myoid,KS,DAB1-AS1,Myoid-KS
Myoid,KS,DAB2,Myoid-KS
Myoid,KS,DACT3,Myoid-KS
Myoid,KS,DAPK3,Myoid-KS
Myoid,KS,DAZAP1,Myoid-KS
Myoid,KS,DAZL,Myoid-KS
Myoid,KS,DBF4,Myoid-KS
Myoid,KS,DBI,Myoid-KS
Myoid,KS,DBIL5P,Myoid-KS
Myoid,KS,DBNL,Myoid-KS
Myoid,KS,DCAF1,Myoid-KS
Myoid,KS,DCAF10,Myoid-KS
Myoid,KS,DCAF12,Myoid-KS
Myoid,KS,DCAF4L1,Myoid-KS
Myoid,KS,DCAF6,Myoid-KS
Myoid,KS,DCC,Myoid-KS
Myoid,KS,DCN,Myoid-KS
Myoid,KS,DCP2,Myoid-KS
Myoid,KS,DCTN2,Myoid-KS
Myoid,KS,DCTN3,Myoid-KS
Myoid,KS,DCUN1D1,Myoid-KS
Myoid,KS,DCUN1D4,Myoid-KS
Myoid,KS,DDAH1,Myoid-KS
Myoid,KS,DDAH2,Myoid-KS
Myoid,KS,DDB1,Myoid-KS
Myoid,KS,DDI1,Myoid-KS
Myoid,KS,DDIT3,Myoid-KS
Myoid,KS,DDIT4,Myoid-KS
Myoid,KS,DDT,Myoid-KS
Myoid,KS,DDX17,Myoid-KS
Myoid,KS,DDX18,Myoid-KS
Myoid,KS,DDX20,Myoid-KS
Myoid,KS,DDX21,Myoid-KS
Myoid,KS,DDX24,Myoid-KS
Myoid,KS,DDX39A,Myoid-KS
Myoid,KS,DDX3X,Myoid-KS
Myoid,KS,DDX3Y,Myoid-KS
Myoid,KS,DDX4,Myoid-KS
Myoid,KS,DDX5,Myoid-KS
Myoid,KS,DDX50,Myoid-KS
Myoid,KS,DDX52,Myoid-KS
Myoid,KS,DDX6,Myoid-KS
Myoid,KS,DECR1,Myoid-KS
Myoid,KS,DEK,Myoid-KS
Myoid,KS,DEPDC7,Myoid-KS
Myoid,KS,DEPP1,Myoid-KS
Myoid,KS,DERL2,Myoid-KS
Myoid,KS,DES,Myoid-KS
Myoid,KS,DESI1,Myoid-KS
Myoid,KS,DEUP1,Myoid-KS
Myoid,KS,DEXI,Myoid-KS
Myoid,KS,DGCR6L,Myoid-KS
Myoid,KS,DHPS,Myoid-KS
Myoid,KS,DHRS7,Myoid-KS
Myoid,KS,DHX29,Myoid-KS
Myoid,KS,DHX30,Myoid-KS
Myoid,KS,DHX36,Myoid-KS
Myoid,KS,DHX57,Myoid-KS
Myoid,KS,DHX9,Myoid-KS
Myoid,KS,DIAPH3-AS2,Myoid-KS
Myoid,KS,DICER1,Myoid-KS
Myoid,KS,DIS3,Myoid-KS
Myoid,KS,DIXDC1,Myoid-KS
Myoid,KS,DKK3,Myoid-KS
Myoid,KS,DKKL1,Myoid-KS
Myoid,KS,DLK1,Myoid-KS
Myoid,KS,DMAC1,Myoid-KS
Myoid,KS,DMPK,Myoid-KS
Myoid,KS,DMTN,Myoid-KS
Myoid,KS,DNAH14,Myoid-KS
Myoid,KS,DNAJA4,Myoid-KS
Myoid,KS,DNAJB1,Myoid-KS
Myoid,KS,DNAJB6,Myoid-KS
Myoid,KS,DNAJB8,Myoid-KS
Myoid,KS,DNAJC15,Myoid-KS
Myoid,KS,DNAJC18,Myoid-KS
Myoid,KS,DNAJC19,Myoid-KS
Myoid,KS,DNAJC2,Myoid-KS
Myoid,KS,DNAJC3,Myoid-KS
Myoid,KS,DNAJC4,Myoid-KS
Myoid,KS,DNAJC5B,Myoid-KS
Myoid,KS,DNAJC9,Myoid-KS
Myoid,KS,DNAL1,Myoid-KS
Myoid,KS,DNALI1,Myoid-KS
Myoid,KS,DNM1L,Myoid-KS
Myoid,KS,DOCK1,Myoid-KS
Myoid,KS,DOCK7,Myoid-KS
Myoid,KS,DPCD,Myoid-KS
Myoid,KS,DPEP1,Myoid-KS
Myoid,KS,DPH3,Myoid-KS
Myoid,KS,DPP8,Myoid-KS
Myoid,KS,DPT,Myoid-KS
Myoid,KS,DPY19L2P2,Myoid-KS
Myoid,KS,DPYSL3,Myoid-KS
Myoid,KS,DRAP1,Myoid-KS
Myoid,KS,DRG1,Myoid-KS
Myoid,KS,DRICH1,Myoid-KS
Myoid,KS,DSE,Myoid-KS
Myoid,KS,DSTN,Myoid-KS
Myoid,KS,DTNBP1,Myoid-KS
Myoid,KS,DTX3,Myoid-KS
Myoid,KS,DUSP1,Myoid-KS
Myoid,KS,DXO,Myoid-KS
Myoid,KS,DYNC1H1,Myoid-KS
Myoid,KS,DYNC1I2,Myoid-KS
Myoid,KS,DYNLL2,Myoid-KS
Myoid,KS,DYNLRB1,Myoid-KS
Myoid,KS,DYNLRB2,Myoid-KS
Myoid,KS,DYNLT3,Myoid-KS
Myoid,KS,DYRK4,Myoid-KS
Myoid,KS,DZIP1,Myoid-KS
Myoid,KS,DZIP3,Myoid-KS
Myoid,KS,EBF1,Myoid-KS
Myoid,KS,EBPL,Myoid-KS
Myoid,KS,ECE1,Myoid-KS
Myoid,KS,ECI1,Myoid-KS
Myoid,KS,ECPAS,Myoid-KS
Myoid,KS,EDC3,Myoid-KS
Myoid,KS,EDF1,Myoid-KS
Myoid,KS,EDIL3,Myoid-KS
Myoid,KS,EDNRA,Myoid-KS
Myoid,KS,EDRF1,Myoid-KS
Myoid,KS,EDRF1-AS1,Myoid-KS
Myoid,KS,EEF1A1,Myoid-KS
Myoid,KS,EEF1B2,Myoid-KS
Myoid,KS,EEF1B2P6,Myoid-KS
Myoid,KS,EEF1D,Myoid-KS
Myoid,KS,EEF2,Myoid-KS
Myoid,KS,EFCAB1,Myoid-KS
Myoid,KS,EFCAB11,Myoid-KS
Myoid,KS,EFCAB13,Myoid-KS
Myoid,KS,EFCAB6,Myoid-KS
Myoid,KS,EFHC1,Myoid-KS
Myoid,KS,EFHD1,Myoid-KS
Myoid,KS,EGLN1,Myoid-KS
Myoid,KS,EGR1,Myoid-KS
Myoid,KS,EGR2,Myoid-KS
Myoid,KS,EGR3,Myoid-KS
Myoid,KS,EHBP1,Myoid-KS
Myoid,KS,EHBP1L1,Myoid-KS
Myoid,KS,EHD1,Myoid-KS
Myoid,KS,EHD2,Myoid-KS
Myoid,KS,EHMT1,Myoid-KS
Myoid,KS,EI24,Myoid-KS
Myoid,KS,EID1,Myoid-KS
Myoid,KS,EIF1,Myoid-KS
Myoid,KS,EIF1AX,Myoid-KS
Myoid,KS,EIF2A,Myoid-KS
Myoid,KS,EIF2S2,Myoid-KS
Myoid,KS,EIF3D,Myoid-KS
Myoid,KS,EIF3E,Myoid-KS
Myoid,KS,EIF3F,Myoid-KS
Myoid,KS,EIF3G,Myoid-KS
Myoid,KS,EIF3H,Myoid-KS
Myoid,KS,EIF3K,Myoid-KS
Myoid,KS,EIF4B,Myoid-KS
Myoid,KS,EIF4E,Myoid-KS
Myoid,KS,EIF4G1,Myoid-KS
Myoid,KS,EIF4G2,Myoid-KS
Myoid,KS,EIF4G3,Myoid-KS
Myoid,KS,EIF4H,Myoid-KS
Myoid,KS,EIF5,Myoid-KS
Myoid,KS,EIF5A,Myoid-KS
Myoid,KS,EIF5A2,Myoid-KS
Myoid,KS,EIF6,Myoid-KS
Myoid,KS,ELN,Myoid-KS
Myoid,KS,ELOF1,Myoid-KS
Myoid,KS,EMC10,Myoid-KS
Myoid,KS,EMC2,Myoid-KS
Myoid,KS,EMC4,Myoid-KS
Myoid,KS,EMC6,Myoid-KS
Myoid,KS,EMD,Myoid-KS
Myoid,KS,EMILIN1,Myoid-KS
Myoid,KS,EML4,Myoid-KS
Myoid,KS,EMP1,Myoid-KS
Myoid,KS,EMP2,Myoid-KS
Myoid,KS,EMP3,Myoid-KS
Myoid,KS,EMX2,Myoid-KS
Myoid,KS,ENG,Myoid-KS
Myoid,KS,ENO2,Myoid-KS
Myoid,KS,ENOX1,Myoid-KS
Myoid,KS,ENPEP,Myoid-KS
Myoid,KS,ENPP1,Myoid-KS
Myoid,KS,ENPP4,Myoid-KS
Myoid,KS,ENPP5,Myoid-KS
Myoid,KS,ENPP6,Myoid-KS
Myoid,KS,ENTPD1,Myoid-KS
Myoid,KS,EPAS1,Myoid-KS
Myoid,KS,EPB41L3,Myoid-KS
Myoid,KS,EPB41L4A-AS1,Myoid-KS
Myoid,KS,EPCAM,Myoid-KS
Myoid,KS,EPHX1,Myoid-KS
Myoid,KS,EPS15,Myoid-KS
Myoid,KS,ERGIC3,Myoid-KS
Myoid,KS,ERH,Myoid-KS
Myoid,KS,ERI3,Myoid-KS
Myoid,KS,ERICH2,Myoid-KS
Myoid,KS,ERICH3,Myoid-KS
Myoid,KS,ERLEC1,Myoid-KS
Myoid,KS,ERLIN1,Myoid-KS
Myoid,KS,ERP29,Myoid-KS
Myoid,KS,ERRFI1,Myoid-KS
Myoid,KS,ESAM,Myoid-KS
Myoid,KS,ESF1,Myoid-KS
Myoid,KS,ESS2,Myoid-KS
Myoid,KS,ETF1,Myoid-KS
Myoid,KS,ETFB,Myoid-KS
Myoid,KS,ETNK2,Myoid-KS
Myoid,KS,ETV1,Myoid-KS
Myoid,KS,EVA1B,Myoid-KS
Myoid,KS,EXOC4,Myoid-KS
Myoid,KS,EXOC5,Myoid-KS
Myoid,KS,EXOC7,Myoid-KS
Myoid,KS,EXOSC4,Myoid-KS
Myoid,KS,EXOSC9,Myoid-KS
Myoid,KS,EZR,Myoid-KS
Myoid,KS,F3,Myoid-KS
Myoid,KS,FAAP20,Myoid-KS
Myoid,KS,FABP3,Myoid-KS
Myoid,KS,FADS1,Myoid-KS
Myoid,KS,FADS2,Myoid-KS
Myoid,KS,FADS3,Myoid-KS
Myoid,KS,FAF2,Myoid-KS
Myoid,KS,FAIM2,Myoid-KS
Myoid,KS,FAM104A,Myoid-KS
Myoid,KS,FAM104B,Myoid-KS
Myoid,KS,FAM114A1,Myoid-KS
Myoid,KS,FAM120B,Myoid-KS
Myoid,KS,FAM129A,Myoid-KS
Myoid,KS,FAM162B,Myoid-KS
Myoid,KS,FAM166A,Myoid-KS
Myoid,KS,FAM173A,Myoid-KS
Myoid,KS,FAM187B,Myoid-KS
Myoid,KS,FAM198B,Myoid-KS
Myoid,KS,FAM200A,Myoid-KS
Myoid,KS,FAM204A,Myoid-KS
Myoid,KS,FAM205C,Myoid-KS
Myoid,KS,FAM207A,Myoid-KS
Myoid,KS,FAM209B,Myoid-KS
Myoid,KS,FAM20C,Myoid-KS
Myoid,KS,FAM213A,Myoid-KS
Myoid,KS,FAM216A,Myoid-KS
Myoid,KS,FAM219B,Myoid-KS
Myoid,KS,FAM220A,Myoid-KS
Myoid,KS,FAM222B,Myoid-KS
Myoid,KS,FAM229A,Myoid-KS
Myoid,KS,FAM229B,Myoid-KS
Myoid,KS,FAM241A,Myoid-KS
Myoid,KS,FAM46C,Myoid-KS
Myoid,KS,FAM50A,Myoid-KS
Myoid,KS,FAM71B,Myoid-KS
Myoid,KS,FAM71C,Myoid-KS
Myoid,KS,FAM71D,Myoid-KS
Myoid,KS,FAM71E1,Myoid-KS
Myoid,KS,FAM71F1,Myoid-KS
Myoid,KS,FAM71F2,Myoid-KS
Myoid,KS,FAM76A,Myoid-KS
Myoid,KS,FAM76B,Myoid-KS
Myoid,KS,FAM81B,Myoid-KS
Myoid,KS,FAM89B,Myoid-KS
Myoid,KS,FAM92A,Myoid-KS
Myoid,KS,FAM98A,Myoid-KS
Myoid,KS,FANCD2OS,Myoid-KS
Myoid,KS,FANCM,Myoid-KS
Myoid,KS,FANK1,Myoid-KS
Myoid,KS,FARP1,Myoid-KS
Myoid,KS,FARP2,Myoid-KS
Myoid,KS,FARSB,Myoid-KS
Myoid,KS,FAU,Myoid-KS
Myoid,KS,FBLIM1,Myoid-KS
Myoid,KS,FBLN2,Myoid-KS
Myoid,KS,FBLN5,Myoid-KS
Myoid,KS,FBLN7,Myoid-KS
Myoid,KS,FBN1,Myoid-KS
Myoid,KS,FBXL13,Myoid-KS
Myoid,KS,FBXL15,Myoid-KS
Myoid,KS,FBXL5,Myoid-KS
Myoid,KS,FBXO21,Myoid-KS
Myoid,KS,FBXO25,Myoid-KS
Myoid,KS,FBXO34,Myoid-KS
Myoid,KS,FBXO39,Myoid-KS
Myoid,KS,FBXO7,Myoid-KS
Myoid,KS,FCHO2,Myoid-KS
Myoid,KS,FDFT1,Myoid-KS
Myoid,KS,FDPS,Myoid-KS
Myoid,KS,FEM1B,Myoid-KS
Myoid,KS,FER,Myoid-KS
Myoid,KS,FGD4,Myoid-KS
Myoid,KS,FGF1,Myoid-KS
Myoid,KS,FGF10,Myoid-KS
Myoid,KS,FGF14-AS1,Myoid-KS
Myoid,KS,FGFR1OP2,Myoid-KS
Myoid,KS,FGL2,Myoid-KS
Myoid,KS,FHAD1,Myoid-KS
Myoid,KS,FHL1,Myoid-KS
Myoid,KS,FHL2,Myoid-KS
Myoid,KS,FHL5,Myoid-KS
Myoid,KS,FILIP1L,Myoid-KS
Myoid,KS,FIS1,Myoid-KS
Myoid,KS,FKBP14,Myoid-KS
Myoid,KS,FKBP4,Myoid-KS
Myoid,KS,FKBP5,Myoid-KS
Myoid,KS,FKBP8,Myoid-KS
Myoid,KS,FLNA,Myoid-KS
Myoid,KS,FLNB,Myoid-KS
Myoid,KS,FLOT1,Myoid-KS
Myoid,KS,FLOT2,Myoid-KS
Myoid,KS,FLRT2,Myoid-KS
Myoid,KS,FLT1,Myoid-KS
Myoid,KS,FNDC11,Myoid-KS
Myoid,KS,FNDC3A,Myoid-KS
Myoid,KS,FOPNL,Myoid-KS
Myoid,KS,FOS,Myoid-KS
Myoid,KS,FOSB,Myoid-KS
Myoid,KS,FOXC1,Myoid-KS
Myoid,KS,FOXJ3,Myoid-KS
Myoid,KS,FOXP1,Myoid-KS
Myoid,KS,FRMD6,Myoid-KS
Myoid,KS,FRS2,Myoid-KS
Myoid,KS,FRYL,Myoid-KS
Myoid,KS,FRZB,Myoid-KS
Myoid,KS,FSCB,Myoid-KS
Myoid,KS,FSCN3,Myoid-KS
Myoid,KS,FSTL1,Myoid-KS
Myoid,KS,FTH1,Myoid-KS
Myoid,KS,FUBP1,Myoid-KS
Myoid,KS,FUNDC2P2,Myoid-KS
Myoid,KS,FUS,Myoid-KS
Myoid,KS,FUT10,Myoid-KS
Myoid,KS,FXR1,Myoid-KS
Myoid,KS,FYTTD1,Myoid-KS
Myoid,KS,FZD1,Myoid-KS
Myoid,KS,FZD3,Myoid-KS
Myoid,KS,FZD7,Myoid-KS
Myoid,KS,G2E3,Myoid-KS
Myoid,KS,G3BP1,Myoid-KS
Myoid,KS,G3BP2,Myoid-KS
Myoid,KS,GABRG3-AS1,Myoid-KS
Myoid,KS,GADD45A,Myoid-KS
Myoid,KS,GADD45B,Myoid-KS
Myoid,KS,GADD45G,Myoid-KS
Myoid,KS,GADD45GIP1,Myoid-KS
Myoid,KS,GAGE2A,Myoid-KS
Myoid,KS,GALM,Myoid-KS
Myoid,KS,GALNTL5,Myoid-KS
Myoid,KS,GAPDH,Myoid-KS
Myoid,KS,GAPVD1,Myoid-KS
Myoid,KS,GAS6,Myoid-KS
Myoid,KS,GBP4,Myoid-KS
Myoid,KS,GCC2,Myoid-KS
Myoid,KS,GDF11,Myoid-KS
Myoid,KS,GEM,Myoid-KS
Myoid,KS,GEMIN4,Myoid-KS
Myoid,KS,GFPT1,Myoid-KS
Myoid,KS,GGTA1P,Myoid-KS
Myoid,KS,GHITM,Myoid-KS
Myoid,KS,GID4,Myoid-KS
Myoid,KS,GID8,Myoid-KS
Myoid,KS,GIGYF2,Myoid-KS
Myoid,KS,GJC1,Myoid-KS
Myoid,KS,GK2,Myoid-KS
Myoid,KS,GKAP1,Myoid-KS
Myoid,KS,GLCE,Myoid-KS
Myoid,KS,GLMP,Myoid-KS
Myoid,KS,GLRX2,Myoid-KS
Myoid,KS,GLUL,Myoid-KS
Myoid,KS,GMDS,Myoid-KS
Myoid,KS,GMPS,Myoid-KS
Myoid,KS,GNAI2,Myoid-KS
Myoid,KS,GNAO1,Myoid-KS
Myoid,KS,GNAS,Myoid-KS
Myoid,KS,GNB1,Myoid-KS
Myoid,KS,GNB2,Myoid-KS
Myoid,KS,GNG11,Myoid-KS
Myoid,KS,GNG2,Myoid-KS
Myoid,KS,GNL2,Myoid-KS
Myoid,KS,GNPTG,Myoid-KS
Myoid,KS,GNS,Myoid-KS
Myoid,KS,GOLGA2,Myoid-KS
Myoid,KS,GOLGA4,Myoid-KS
Myoid,KS,GOLGA5,Myoid-KS
Myoid,KS,GOLGB1,Myoid-KS
Myoid,KS,GOLM1,Myoid-KS
Myoid,KS,GORASP2,Myoid-KS
Myoid,KS,GOSR1,Myoid-KS
Myoid,KS,GOSR2,Myoid-KS
Myoid,KS,GOT1,Myoid-KS
Myoid,KS,GPBP1,Myoid-KS
Myoid,KS,GPC6,Myoid-KS
Myoid,KS,GPNMB,Myoid-KS
Myoid,KS,GPR18,Myoid-KS
Myoid,KS,GPRC5C,Myoid-KS
Myoid,KS,GPRC5D-AS1,Myoid-KS
Myoid,KS,GPX4,Myoid-KS
Myoid,KS,GPX8,Myoid-KS
Myoid,KS,GRHPR,Myoid-KS
Myoid,KS,GRID2,Myoid-KS
Myoid,KS,GRIP2,Myoid-KS
Myoid,KS,GRK5,Myoid-KS
Myoid,KS,GSG1,Myoid-KS
Myoid,KS,GSKIP,Myoid-KS
Myoid,KS,GSN,Myoid-KS
Myoid,KS,GSPT2,Myoid-KS
Myoid,KS,GSR,Myoid-KS
Myoid,KS,GSTM1,Myoid-KS
Myoid,KS,GSTM3,Myoid-KS
Myoid,KS,GSTO1,Myoid-KS
Myoid,KS,GSTO2,Myoid-KS
Myoid,KS,GSTP1,Myoid-KS
Myoid,KS,GSTT4,Myoid-KS
Myoid,KS,GTF2A2,Myoid-KS
Myoid,KS,GTF2E2,Myoid-KS
Myoid,KS,GTF2H5,Myoid-KS
Myoid,KS,GTF3C3,Myoid-KS
Myoid,KS,GTPBP6,Myoid-KS
Myoid,KS,GTSF1,Myoid-KS
Myoid,KS,GTSF1L,Myoid-KS
Myoid,KS,GUCY1A1,Myoid-KS
Myoid,KS,GUCY1B1,Myoid-KS
Myoid,KS,GUK1,Myoid-KS
Myoid,KS,GZF1,Myoid-KS
Myoid,KS,H1FNT,Myoid-KS
Myoid,KS,H1FX,Myoid-KS
Myoid,KS,H2AFX,Myoid-KS
Myoid,KS,H2AFY,Myoid-KS
Myoid,KS,H3F3A,Myoid-KS
Myoid,KS,H3F3B,Myoid-KS
Myoid,KS,HACD1,Myoid-KS
Myoid,KS,HACD3,Myoid-KS
Myoid,KS,HACD4,Myoid-KS
Myoid,KS,HADH,Myoid-KS
Myoid,KS,HAGLR,Myoid-KS
Myoid,KS,HBEGF,Myoid-KS
Myoid,KS,HBS1L,Myoid-KS
Myoid,KS,HCFC1R1,Myoid-KS
Myoid,KS,HCFC2,Myoid-KS
Myoid,KS,HDAC11,Myoid-KS
Myoid,KS,HDAC5,Myoid-KS
Myoid,KS,HDDC2,Myoid-KS
Myoid,KS,HDGF,Myoid-KS
Myoid,KS,HDLBP,Myoid-KS
Myoid,KS,HEATR1,Myoid-KS
Myoid,KS,HEBP2,Myoid-KS
Myoid,KS,HECTD1,Myoid-KS
Myoid,KS,HEIH,Myoid-KS
Myoid,KS,HELZ,Myoid-KS
Myoid,KS,HEMGN,Myoid-KS
Myoid,KS,HERPUD2,Myoid-KS
Myoid,KS,HES1,Myoid-KS
Myoid,KS,HES4,Myoid-KS
Myoid,KS,HEXIM1,Myoid-KS
Myoid,KS,HEY2,Myoid-KS
Myoid,KS,HGS,Myoid-KS
Myoid,KS,HHIP,Myoid-KS
Myoid,KS,HINT2,Myoid-KS
Myoid,KS,HIP1,Myoid-KS
Myoid,KS,HIPK3,Myoid-KS
Myoid,KS,HIRIP3,Myoid-KS
Myoid,KS,HIST1H1A,Myoid-KS
Myoid,KS,HIST1H1C,Myoid-KS
Myoid,KS,HIST1H1E,Myoid-KS
Myoid,KS,HIST1H2AA,Myoid-KS
Myoid,KS,HIST1H2BA,Myoid-KS
Myoid,KS,HIST2H2AC,Myoid-KS
Myoid,KS,HK1,Myoid-KS
Myoid,KS,HLA-A,Myoid-KS
Myoid,KS,HLA-B,Myoid-KS
Myoid,KS,HLA-C,Myoid-KS
Myoid,KS,HLA-DRA,Myoid-KS
Myoid,KS,HLA-E,Myoid-KS
Myoid,KS,HLA-F,Myoid-KS
Myoid,KS,HLTF,Myoid-KS
Myoid,KS,HMG20B,Myoid-KS
Myoid,KS,HMGB3,Myoid-KS
Myoid,KS,HMGB4,Myoid-KS
Myoid,KS,HMGCR,Myoid-KS
Myoid,KS,HMGN1,Myoid-KS
Myoid,KS,HMGN2,Myoid-KS
Myoid,KS,HMGN3,Myoid-KS
Myoid,KS,HMOX2,Myoid-KS
Myoid,KS,HNRNPA0,Myoid-KS
Myoid,KS,HNRNPA1,Myoid-KS
Myoid,KS,HNRNPA1P48,Myoid-KS
Myoid,KS,HNRNPAB,Myoid-KS
Myoid,KS,HNRNPC,Myoid-KS
Myoid,KS,HNRNPD,Myoid-KS
Myoid,KS,HNRNPH3,Myoid-KS
Myoid,KS,HNRNPM,Myoid-KS
Myoid,KS,HNRNPU,Myoid-KS
Myoid,KS,HNRNPUL2,Myoid-KS
Myoid,KS,HOOK1,Myoid-KS
Myoid,KS,HORMAD1,Myoid-KS
Myoid,KS,HRASLS5,Myoid-KS
Myoid,KS,HRC,Myoid-KS
Myoid,KS,HRH2,Myoid-KS
Myoid,KS,HSBP1,Myoid-KS
Myoid,KS,HSD17B12,Myoid-KS
Myoid,KS,HSF1,Myoid-KS
Myoid,KS,HSF2,Myoid-KS
Myoid,KS,HSP90AA1,Myoid-KS
Myoid,KS,HSP90AB1,Myoid-KS
Myoid,KS,HSP90B1,Myoid-KS
Myoid,KS,HSPA12A,Myoid-KS
Myoid,KS,HSPA1A,Myoid-KS
Myoid,KS,HSPA1B,Myoid-KS
Myoid,KS,HSPA1L,Myoid-KS
Myoid,KS,HSPA2,Myoid-KS
Myoid,KS,HSPA4,Myoid-KS
Myoid,KS,HSPA4L,Myoid-KS
Myoid,KS,HSPA5,Myoid-KS
Myoid,KS,HSPB1,Myoid-KS
Myoid,KS,HSPB2,Myoid-KS
Myoid,KS,HSPB6,Myoid-KS
Myoid,KS,HSPB7,Myoid-KS
Myoid,KS,HSPB8,Myoid-KS
Myoid,KS,HSPD1,Myoid-KS
Myoid,KS,HSPE1,Myoid-KS
Myoid,KS,HSPG2,Myoid-KS
Myoid,KS,HSPH1,Myoid-KS
Myoid,KS,HTRA1,Myoid-KS
Myoid,KS,HTRA2,Myoid-KS
Myoid,KS,HUWE1,Myoid-KS
Myoid,KS,HYI,Myoid-KS
Myoid,KS,HYOU1,Myoid-KS
Myoid,KS,HYPM,Myoid-KS
Myoid,KS,IARS,Myoid-KS
Myoid,KS,ICA1,Myoid-KS
Myoid,KS,ICA1L,Myoid-KS
Myoid,KS,ICE2,Myoid-KS
Myoid,KS,ID1,Myoid-KS
Myoid,KS,ID2,Myoid-KS
Myoid,KS,ID3,Myoid-KS
Myoid,KS,ID4,Myoid-KS
Myoid,KS,IDE,Myoid-KS
Myoid,KS,IDH3G,Myoid-KS
Myoid,KS,IER2,Myoid-KS
Myoid,KS,IER3,Myoid-KS
Myoid,KS,IER5,Myoid-KS
Myoid,KS,IER5L,Myoid-KS
Myoid,KS,IFI27,Myoid-KS
Myoid,KS,IFI6,Myoid-KS
Myoid,KS,IFIT5,Myoid-KS
Myoid,KS,IFITM3,Myoid-KS
Myoid,KS,IFNAR1,Myoid-KS
Myoid,KS,IFRD2,Myoid-KS
Myoid,KS,IFT172,Myoid-KS
Myoid,KS,IFT22,Myoid-KS
Myoid,KS,IFT57,Myoid-KS
Myoid,KS,IFT74,Myoid-KS
Myoid,KS,IFT81,Myoid-KS
Myoid,KS,IFT88,Myoid-KS
Myoid,KS,IGF2BP2,Myoid-KS
Myoid,KS,IGFBP2,Myoid-KS
Myoid,KS,IGFBP7,Myoid-KS
Myoid,KS,IGSF11,Myoid-KS
Myoid,KS,IGSF11-AS1,Myoid-KS
Myoid,KS,IL13RA2,Myoid-KS
Myoid,KS,IL17B,Myoid-KS
Myoid,KS,IL6ST,Myoid-KS
Myoid,KS,ILK,Myoid-KS
Myoid,KS,IMMT,Myoid-KS
Myoid,KS,IMP3,Myoid-KS
Myoid,KS,INAFM1,Myoid-KS
Myoid,KS,INF2,Myoid-KS
Myoid,KS,ING1,Myoid-KS
Myoid,KS,INHBA,Myoid-KS
Myoid,KS,INO80E,Myoid-KS
Myoid,KS,INPP1,Myoid-KS
Myoid,KS,INPP5A,Myoid-KS
Myoid,KS,INSIG1,Myoid-KS
Myoid,KS,INSR,Myoid-KS
Myoid,KS,INTU,Myoid-KS
Myoid,KS,IPO5,Myoid-KS
